Bill No,Transaction Date,Menu Item,Item Category,Guest ID,Bill Amount,Qty,Outlet
B01971,2023-11-06 21:00:00,Cold Brew,Beverage,G0038,162.78,1,MG Road
B01972,2023-07-19 23:00:00,Muffin,Beverage,G0390,378.86,3,Indiranagar
B01973,2023-01-29 14:00:00,Espresso,Beverage,G0075,628.89,3,MG Road
B01974,2023-12-20 04:00:00,Espresso,Food,G0142,426.38,3,Koramangala
B01975,2023-07-20 11:00:00,Muffin,Beverage,G0322,640.53,2,MG Road
B01976,2024-05-12 11:00:00,Tea,Beverage,G0168,559.43,1,Indiranagar
B01977,2024-01-09 02:00:00,Muffin,Beverage,G0259,100.5,2,Indiranagar
B01978,2023-08-11 18:00:00,Espresso,Beverage,G0373,455.29,3,MG Road
B01979,2023-07-30 03:00:00,Croissant,Food,G0355,243.46,3,MG Road
B01980,2023-04-12 04:00:00,Cappuccino,Beverage,G0225,398.98,2,MG Road
B01981,2024-03-21 19:00:00,Cappuccino,Food,G0152,239.23,2,Indiranagar
B01982,2023-08-02 14:00:00,Cold Brew,Beverage,G0019,278.86,1,Koramangala
B01983,2023-12-09 12:00:00,Cold Brew,Food,G0146,606.21,3,MG Road
B01984,2024-01-15 02:00:00,Muffin,Beverage,G0241,197.79,2,Koramangala
B01985,2024-04-15 16:00:00,Latte,Beverage,G0372,578.24,3,Indiranagar
B01986,2023-11-22 13:00:00,Muffin,Food,G0381,97.36,3,MG Road
B01987,2024-05-22 23:00:00,Tea,Beverage,G0344,131.8,1,MG Road
B01988,2024-04-11 02:00:00,Muffin,Food,G0237,567.16,1,Indiranagar
B01989,2024-03-21 18:00:00,Cold Brew,Beverage,G0035,439.42,1,MG Road
B01990,2024-06-19 17:00:00,Cappuccino,Food,G0190,505.92,2,Koramangala
B01991,2024-05-06 17:00:00,Espresso,Beverage,G0001,199.37,3,Indiranagar
B01992,2024-05-04 09:00:00,Muffin,Beverage,G0153,386.14,2,Indiranagar
B01993,2024-02-06 21:00:00,Espresso,Food,G0126,500.21,2,MG Road
B01994,2024-06-26 17:00:00,Espresso,Beverage,G0345,437.57,1,Indiranagar
B01995,2023-05-20 20:00:00,Latte,Beverage,G0226,348.87,3,MG Road
B01996,2023-12-29 19:00:00,Espresso,Beverage,G0221,627.08,3,MG Road
B01997,2023-10-30 18:00:00,Cappuccino,Beverage,G0211,465.41,1,Indiranagar
B01998,2023-09-30 12:00:00,Croissant,Beverage,G0025,597.42,3,MG Road
B01999,2023-01-02 14:00:00,Croissant,Beverage,G0016,495.97,1,Koramangala
